epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,2666.33,1.05319,1.599,1.49934,0.44474,0.54977,0.48198,0.31741,1.09765,1.64023,1.7288,0.000121887,0.000121887,0.000121887
87,2696.31,1.02759,1.61744,1.48287,0.43809,0.53703,0.49965,0.32449,1.06481,1.50889,1.71019,0.000114273,0.000114273,0.000114273
88,2726.12,1.01862,1.57164,1.48676,0.58337,0.4641,0.5255,0.34367,1.04706,1.46538,1.72148,0.00010666,0.00010666,0.00010666
89,2756.66,1.02072,1.53765,1.47258,0.50762,0.4472,0.50203,0.33178,1.07061,1.53074,1.74117,9.90472e-05,9.90472e-05,9.90472e-05
90,2787.92,1.01371,1.5666,1.47946,0.45986,0.50107,0.52134,0.351,1.05481,1.47312,1.6611,9.14341e-05,9.14341e-05,9.14341e-05
91,2819.6,0.87864,1.20854,1.41302,0.58757,0.483,0.53868,0.36287,1.05303,1.46277,1.68442,8.3821e-05,8.3821e-05,8.3821e-05
92,2848.44,0.86208,1.09358,1.37524,0.50934,0.55956,0.54174,0.36945,1.02405,1.46712,1.63888,7.62079e-05,7.62079e-05,7.62079e-05
93,2877.76,0.839,1.08341,1.37083,0.57147,0.45354,0.53358,0.35763,1.05571,1.50044,1.67774,6.85948e-05,6.85948e-05,6.85948e-05
94,2906.48,0.83349,1.05547,1.37423,0.41845,0.54447,0.52051,0.34936,1.05369,1.52328,1.68121,6.09817e-05,6.09817e-05,6.09817e-05
95,2935.32,0.83621,1.06412,1.35938,0.45868,0.54326,0.52975,0.34936,1.06254,1.49547,1.69245,5.33686e-05,5.33686e-05,5.33686e-05
96,2964.94,0.81735,1.01619,1.34276,0.59343,0.46045,0.54346,0.36924,1.0746,1.459,1.71871,4.57555e-05,4.57555e-05,4.57555e-05
97,2995.34,0.82632,1.0302,1.36911,0.41208,0.58014,0.5239,0.34526,1.05945,1.51971,1.70852,3.81424e-05,3.81424e-05,3.81424e-05
98,3024.48,0.79513,0.97448,1.33061,0.60221,0.47713,0.55114,0.37324,1.06885,1.45022,1.71058,3.05293e-05,3.05293e-05,3.05293e-05
99,3054.05,0.80204,1.02213,1.34777,0.49333,0.53164,0.53559,0.36041,1.08007,1.49923,1.72843,2.29162e-05,2.29162e-05,2.29162e-05
100,3083.25,0.78851,0.98777,1.32662,0.4922,0.50475,0.53023,0.35737,1.10153,1.47098,1.76221,1.53031e-05,1.53031e-05,1.53031e-05
